Date,ERBS Id,EUtranCell Id,CAActivatedDlSum,CACapableDlSamp,CAcapableDlsum,CAConfiguredDlSamp,CAConfiguredDlSum,CAScheduledDlSum,PdcpVolDldrbLastTTICA,PdcpVolDrbCA,RadioThpVolDl,RadioThpVolDlScell,UEThp2UlDistr,UEThpDlDistr,UEThpTimeDlCA,UEThpTimeUlCA,UEThpVolUlCA
9-Dec-19,LRJK210,LRJK210KA,,,,,,,,,,,,,,,
9-Dec-19,LRJK210,LRJK210KE,63262,720,14473,720,2980,37055,457986,179112,12421878,0,1466,1858,114249,0,0
9-Dec-19,LRJK210,LRJK210L,13339,720,34863,720,4372,5407,12348867,55340,75545670,431771,1118,1582,3956,0,0
9-Dec-19,LRJK210,LRJK210LB,0,720,25073,720,10952,0,13047128,0,64310455,21057,650,1022,0,0,0
9-Dec-19,LRJK210,LRJK210LF,87119,720,5006,720,773,68024,305143,831141,7991768,0,165,291,112032,0,0
9-Dec-19,LRJK210,LRJK210M,2335,720,26377,720,3865,598,7282496,15403,53386976,809434,1403,1507,406,0,0
9-Dec-19,LRJK210,LRJK210MC,0,720,19833,720,8769,0,6420866,0,38638028,1429,479,810,0,0,0
9-Dec-19,LRJK210,LRJK210MG,96180,720,5918,720,1480,55878,572072,885864,8025642,0,226,422,132996,0,0
9-Dec-19,LRJK211,LRJK211K,22569,720,11988,720,2542,11709,2120190,274412,21108758,2570955,507,716,20739,0,0
9-Dec-19,LRJK211,LRJK211KA,0,720,31362,720,9319,0,8143623,0,47531501,42126,1480,2149,0,0,0
9-Dec-19,LRJK211,LRJK211KE,274965,720,43655,720,8249,210208,925330,3058406,20528451,0,1658,2411,2140119,0,0
9-Dec-19,LRJK211,LRJK211L,21065,720,20065,720,4249,5130,3551512,29702,30811625,199763,480,1002,2350,0,0
9-Dec-19,LRJK211,LRJK211LB,0,720,47552,720,21742,0,8899409,0,60327263,60876,1302,2526,0,0,0
9-Dec-19,LRJK211,LRJK211LF,82854,720,14508,720,2839,51666,482079,296409,12465756,0,504,1000,187164,0,0
9-Dec-19,LRJK211,LRJK211M,101721,720,25094,720,7035,24977,5972322,802357,31914836,67565,702,1127,35256,0,0
9-Dec-19,LRJK211,LRJK211MC,0,720,28477,720,11595,0,7859443,0,51224977,35576,825,1455,0,0,0
9-Dec-19,LRJK211,LRJK211MG,24119,720,8329,720,2018,11416,800406,92830,10789872,0,438,781,10632,0,0
9-Dec-19,LRJK212,LRJK212K,24014,720,11068,720,2344,15780,2920901,103146,25867354,30487,337,752,17380,0,0
9-Dec-19,LRJK212,LRJK212KA,0,720,13903,720,5288,0,3689491,0,24858334,12723,369,861,0,0,0
9-Dec-19,LRJK212,LRJK212KE,11767,720,3313,720,655,7547,50600,37495,6285138,0,105,328,10089,0,0
9-Dec-19,LRJK212,LRJK212L,358187,720,27305,720,11615,225158,4801531,3306821,52092447,569266,1075,1895,466958,0,0
9-Dec-19,LRJK212,LRJK212LB,0,720,1739,720,1280,0,128249,0,1377851,71386,54,176,0,0,0
9-Dec-19,LRJK212,LRJK212LF,16112,720,1578,720,563,8175,22517,44605,1801917,0,110,201,10855,0,0
9-Dec-19,LRJK212,LRJK212M,124877,720,27491,720,8964,72798,8666619,2139733,56897780,722380,842,1369,123259,0,0
9-Dec-19,LRJK212,LRJK212MC,0,720,23044,720,11510,0,9548622,0,42717159,2045105,622,1036,0,0,0
9-Dec-19,LRJK212,LRJK212MG,372557,720,23759,720,9896,223878,853800,1796965,22051121,0,985,1623,759781,0,0
9-Dec-19,LRJK213,LRJK213K,870,720,5750,720,1187,217,1996334,64,16319622,3,338,419,97,0,0
9-Dec-19,LRJK213,LRJK213KA,4803,720,7472,720,1945,1917,1267062,6173,20022720,44538,258,389,1505,0,0
9-Dec-19,LRJK213,LRJK213KE,433,720,227,720,28,119,5969,148,381861,0,32,51,42,0,0
9-Dec-19,LRJK213,LRJK213KI,31309,720,4798,720,1441,15175,1058242,416609,10212911,2498,318,366,24810,0,0
9-Dec-19,LRJK213,LRJK213L,21950,720,8025,720,992,14215,2394908,259366,21962916,1940,258,442,18491,0,0
9-Dec-19,LRJK213,LRJK213LB,27025,720,7330,720,2419,6475,1499169,209513,10081949,16845,254,475,9481,0,0
9-Dec-19,LRJK213,LRJK213LF,1065,720,623,720,31,652,17720,216,1521240,0,40,107,19,0,0
9-Dec-19,LRJK213,LRJK213LJ,4086,720,3221,720,698,987,666785,1960,7144393,119686,202,273,577,0,0
9-Dec-19,LRJK213,LRJK213M,48852,720,87150,720,12658,17745,12170720,461615,105219735,483109,2860,3484,425702,0,0
9-Dec-19,LRJK213,LRJK213MC,304129,720,63789,720,21777,95020,9883902,2999268,82465788,224220,2233,2502,2439432,0,0
9-Dec-19,LRJK213,LRJK213MG,134811,720,19883,720,2151,108049,954788,884357,18947088,0,776,1209,883056,0,0
9-Dec-19,LRJK213,LRJK213MK,99889,720,53001,720,12527,29755,12341716,1599914,93202164,1277876,1475,1701,472936,0,0
9-Dec-19,LRJK214,LRJK214K,108567,720,26328,720,4430,26003,10580374,1021664,58116236,661376,865,1424,52413,0,0
9-Dec-19,LRJK214,LRJK214KA,0,720,35468,720,13021,0,8780234,0,55281209,72194,1574,2495,0,0,0
9-Dec-19,LRJK214,LRJK214KE,69145,720,4849,720,1245,38163,609404,1072821,7697803,0,317,500,47793,0,0
9-Dec-19,LRJK214,LRJK214L,144397,720,69567,720,14747,23635,10853584,795762,97962589,42065,2346,3046,315697,0,0
9-Dec-19,LRJK214,LRJK214LB,0,720,26583,720,8861,0,9899916,0,72872858,126098,666,1035,0,0,0
9-Dec-19,LRJK214,LRJK214LF,33954,720,7633,720,881,17283,407889,216852,13066061,0,879,1431,69701,0,0
9-Dec-19,LRJK214,LRJK214M,13762,720,18404,720,4716,5418,5466861,108282,32065551,467526,696,926,5516,0,0
9-Dec-19,LRJK214,LRJK214MC,0,720,13083,720,4175,0,4635868,0,27958769,1476,419,768,0,0,0
9-Dec-19,LRJK214,LRJK214MG,105746,720,6127,720,1227,81632,471323,942520,10872515,0,455,641,113169,0,0
9-Dec-19,LRJK216,LRJK216K,0,720,102325,720,29180,0,8108075,0,99117396,0,5190,5546,0,0,0
9-Dec-19,LRJK216,LRJK216L,0,720,65782,720,16298,0,6381556,0,90918371,0,2086,2873,0,0,0
9-Dec-19,LRJK216,LRJK216M,0,720,53933,720,17523,0,7366317,0,84974550,0,1881,2636,0,0,0
9-Dec-19,LRJK217,LRJK217K,180322,720,10720,720,1996,127384,13438678,3354455,37278244,259960,459,758,157384,0,0
9-Dec-19,LRJK217,LRJK217KA,0,720,31602,720,17097,0,7349894,0,40412032,947833,1339,1828,0,0,0
9-Dec-19,LRJK217,LRJK217KE,147582,720,1320,720,605,112589,26847,352759,716376,0,107,246,185414,0,0
9-Dec-19,LRJK217,LRJK217L,271534,720,52256,720,12716,145816,5135193,1266928,70184043,203483,2959,3883,691292,0,0
9-Dec-19,LRJK217,LRJK217LB,0,720,40707,720,22629,0,11449973,0,71149484,547542,1441,2067,0,0,0
9-Dec-19,LRJK217,LRJK217LF,229282,720,1305,720,866,178906,65409,483523,1037581,0,80,184,320553,0,0
9-Dec-19,LRJK217,LRJK217M,1863,720,914,720,171,1301,75389,3406,1607686,0,48,106,1128,0,0
9-Dec-19,LRJK217,LRJK217MC,0,720,978,720,248,0,141961,0,1333936,425,66,91,0,0,0
9-Dec-19,LRJK217,LRJK217MG,5635,720,841,720,125,2491,12394,1967,1345199,0,62,113,7751,0,0
9-Dec-19,LRJK219,LRJK219K,169380,720,25010,720,6579,100037,5174259,1223144,42638897,281,1042,1626,160655,0,0
9-Dec-19,LRJK219,LRJK219KA,166895,720,18377,720,8202,60775,4832258,1461441,28387838,289296,580,1090,140296,0,0
9-Dec-19,LRJK219,LRJK219KE,9849,720,2057,720,559,3014,79271,4713,1727270,0,196,270,4325,0,0
9-Dec-19,LRJK219,LRJK219KI,135441,720,6540,720,3393,49792,2260966,1559544,12526688,747502,211,426,81245,0,0
9-Dec-19,LRJK219,LRJK219L,54979,720,21042,720,3888,33183,8521206,511764,41875952,5413,776,1121,58825,0,0
9-Dec-19,LRJK219,LRJK219LB,300641,720,29901,720,12989,127834,6838534,2241189,51732564,259545,705,1394,358315,0,0
9-Dec-19,LRJK219,LRJK219LF,2806,720,1429,720,576,794,48852,917,1837645,0,76,188,376,0,0
9-Dec-19,LRJK219,LRJK219LJ,104832,720,8560,720,2392,55669,1470661,1416128,16910477,1629399,374,561,158623,0,0
9-Dec-19,LRJK219,LRJK219M,236810,720,93467,720,28423,96553,6965227,1767245,68844251,130432,4465,5152,2015601,0,0
9-Dec-19,LRJK219,LRJK219MC,0,720,53459,720,27746,0,12925255,0,87399236,123456,2169,2505,0,0,0
9-Dec-19,LRJK219,LRJK219MG,416919,720,14126,720,4739,244575,558419,981497,13735253,0,1552,1842,1291609,0,0
9-Dec-19,LRJK219,LRJK219MK,50933,720,13632,720,5676,10231,2418516,388670,16355989,553157,775,1048,25119,0,0
9-Dec-19,LRJK221,LRJK221K,26746,720,10817,720,5002,8105,2820062,158781,11628470,246351,223,638,6914,0,0
9-Dec-19,LRJK221,LRJK221KA,357125,720,14501,720,7991,153643,1801505,3903859,18309210,1322034,332,1126,242467,0,0
9-Dec-19,LRJK221,LRJK221KE,51606,720,3118,720,1317,32229,128030,356168,5730562,0,150,417,31768,0,0
9-Dec-19,LRJK221,LRJK221KI,264153,720,22555,720,13109,131279,4202720,3378513,29483398,961157,634,1386,205936,0,0
9-Dec-19,LRJK221,LRJK221L,208909,720,18155,720,7080,60440,3983430,2899056,21305994,286459,514,1038,104253,0,0
9-Dec-19,LRJK221,LRJK221LB,541316,720,22274,720,16929,189682,5846682,7177069,36153329,259138,924,1465,333378,0,0
9-Dec-19,LRJK221,LRJK221LF,57254,720,3003,720,1025,33585,101187,520156,1358093,0,201,234,33490,0,0
9-Dec-19,LRJK221,LRJK221LJ,60383,720,10511,720,7037,15293,5325856,409259,21434397,3139728,311,642,10900,0,0
9-Dec-19,LRJK221,LRJK221M,6599,720,9133,720,1994,942,1949269,16443,11394398,188013,152,573,549,0,0
9-Dec-19,LRJK221,LRJK221MC,589594,720,22040,720,13924,178604,6398822,8852774,31164538,336982,500,1442,283502,0,0
9-Dec-19,LRJK221,LRJK221MG,26959,720,1614,720,452,10044,152272,148219,1067000,0,60,215,9789,0,0
9-Dec-19,LRJK221,LRJK221MK,219458,720,9804,720,5079,60446,1399825,1684309,15331612,2596322,290,684,78216,0,0
9-Dec-19,LRJK222,LRJK222K,110691,720,23455,720,5440,30109,5040267,1012717,40252890,482594,727,1377,94730,0,0
9-Dec-19,LRJK222,LRJK222KA,0,720,37146,720,22855,0,8751034,0,49772120,95073,1052,2025,0,0,0
9-Dec-19,LRJK222,LRJK222KE,428603,720,2874,720,1408,340233,82220,1502585,2872831,0,202,358,676854,0,0
9-Dec-19,LRJK222,LRJK222KI,0,720,5595,720,2591,0,477635,0,5744252,897,126,351,0,0,0
9-Dec-19,LRJK222,LRJK222L,60373,720,31585,720,9038,31928,6384045,244533,59085830,1519950,1687,2583,53264,0,0
9-Dec-19,LRJK222,LRJK222LB,851174,720,44284,720,25030,334799,9678102,10916843,68025922,430195,1141,2113,1539644,0,0
9-Dec-19,LRJK222,LRJK222LF,456688,720,16046,720,7001,283282,234702,2002038,8183418,0,1426,2169,1188214,0,0
9-Dec-19,LRJK222,LRJK222LJ,227083,720,19649,720,11267,66400,2285145,1846516,25459891,3374801,1007,1502,238452,0,0
9-Dec-19,LRJK222,LRJK222M,225154,720,62807,720,18019,114438,7711842,1462991,78848505,639594,2437,3841,833332,0,0
9-Dec-19,LRJK222,LRJK222MC,439074,720,39910,720,21886,203603,7891662,5254817,67144984,418709,1082,1841,803515,0,0
9-Dec-19,LRJK222,LRJK222MG,360616,720,17150,720,5782,200991,415312,1194150,15227275,0,1074,1678,962900,0,0
9-Dec-19,LRJK222,LRJK222MK,390658,720,17068,720,9682,183300,2088481,2398707,24993039,2409757,676,1156,890841,0,0
9-Dec-19,LRJK223,LRJK223K,152787,720,65544,720,18072,82137,7434928,937078,75324660,350911,2827,3852,566543,0,0
9-Dec-19,LRJK223,LRJK223KA,,,,,,,,,,,,,,,
9-Dec-19,LRJK223,LRJK223KE,221413,720,18449,720,5971,141144,403773,650233,14608191,0,1564,1985,1116368,0,0
9-Dec-19,LRJK223,LRJK223KI,31141,720,4482,720,2533,9998,921128,135629,8987016,494221,279,389,6164,0,0
9-Dec-19,LRJK223,LRJK223L,13732,720,23044,720,3166,1193,5231777,12795,49418695,0,703,1175,670,0,0
9-Dec-19,LRJK223,LRJK223LB,0,720,2504,720,1140,0,1305311,0,5980488,5,59,98,0,0,0
9-Dec-19,LRJK223,LRJK223LF,172,720,1457,720,318,80,49320,1,2765254,0,60,138,0,0,0
9-Dec-19,LRJK223,LRJK223LJ,16,720,94,720,6,9,2167,0,3794,10,11,13,0,0,0
9-Dec-19,LRJK223,LRJK223M,9932,720,15388,720,3049,3004,6430663,23761,36124154,996984,934,1128,1868,0,0
9-Dec-19,LRJK223,LRJK223MC,0,720,22112,720,9025,0,6424220,0,54319873,328349,641,979,0,0,0
9-Dec-19,LRJK223,LRJK223MG,184622,720,17751,720,3495,141653,417844,1117867,16830433,0,1300,1779,520425,0,0
9-Dec-19,LRJK223,LRJK223MK,94924,720,10810,720,4244,50157,4376119,1750602,27799989,170970,563,701,105799,0,0
9-Dec-19,LRJK224,LRJK224K,16286,720,6065,720,1375,3166,1635356,37575,7399980,115775,225,304,751,0,0
9-Dec-19,LRJK224,LRJK224KA,0,720,10221,720,5809,0,2111632,0,10312182,19154,335,597,0,0,0
9-Dec-19,LRJK224,LRJK224KE,54637,720,1386,720,933,19381,47764,198949,506170,0,83,236,21298,0,0
9-Dec-19,LRJK224,LRJK224L,20277,720,5463,720,1237,4298,632028,156205,4463555,638,150,334,5102,0,0
9-Dec-19,LRJK224,LRJK224LB,0,720,17617,720,13936,0,5734448,0,25881352,36507,431,972,0,0,0
9-Dec-19,LRJK224,LRJK224LF,1678,720,302,720,220,632,8294,1148,81398,0,14,53,344,0,0
9-Dec-19,LRJK224,LRJK224M,25730,720,10031,720,3139,6245,2710614,101157,15689618,33731,231,386,5335,0,0
9-Dec-19,LRJK224,LRJK224MC,0,720,18638,720,13389,0,8421892,0,34727178,13169,481,763,0,0,0
9-Dec-19,LRJK224,LRJK224MG,9224,720,1093,720,301,5377,86747,30591,971122,0,58,127,3419,0,0
9-Dec-19,LRJK224,LRJK224N,0,720,1390,720,376,0,1000425,0,5856479,0,39,71,0,0,0
9-Dec-19,LRJK226,LRJK226K,25167,720,18463,720,3692,11292,7945384,161566,50423649,1224,610,941,25228,0,0
9-Dec-19,LRJK226,LRJK226KA,0,720,15921,720,6035,0,7814850,0,35897274,13110,486,908,0,0,0
9-Dec-19,LRJK226,LRJK226KE,23534,720,7212,720,1472,15155,520928,48027,10332859,0,316,571,36369,0,0
9-Dec-19,LRJK226,LRJK226L,13471,720,58913,720,7754,4867,23196120,66883,142579553,8603,1052,1823,14033,0,0
9-Dec-19,LRJK226,LRJK226LB,0,720,92752,720,19052,0,16540107,0,127276467,18108,1914,2312,0,0,0
9-Dec-19,LRJK226,LRJK226LF,2016,720,2105,720,133,1678,238229,8429,6647005,0,52,128,1721,0,0
9-Dec-19,LRJK226,LRJK226M,108499,720,100984,720,22588,45917,12855820,911694,113233567,101872,3170,4275,496571,0,0
9-Dec-19,LRJK226,LRJK226MC,,,,,,,,,,,,,,,
9-Dec-19,LRJK226,LRJK226MG,63548,720,10461,720,2677,35739,667483,228777,15727484,0,537,1080,121973,0,0
9-Dec-19,LRJK227,LRJK227K,13810,720,28545,720,5769,4343,13463699,52848,70433797,654,667,1104,6039,0,0
9-Dec-19,LRJK227,LRJK227KA,451729,720,46945,720,22250,134164,12332960,3958028,80780836,155538,3826,2959,1686256,0,0
9-Dec-19,LRJK227,LRJK227KE,4612,720,2825,720,111,1575,268727,2790,4301245,0,97,220,1613,0,0
9-Dec-19,LRJK227,LRJK227KI,175028,720,15876,720,5984,51547,3931102,2016865,26043548,1528100,1587,1427,250321,0,0
9-Dec-19,LRJK227,LRJK227L,3162,720,6916,720,1355,617,1658492,8924,11344747,14,255,401,340,0,0
9-Dec-19,LRJK227,LRJK227LB,241049,720,17665,720,8692,79462,3279227,2778551,38347254,38913,547,998,194511,0,0
9-Dec-19,LRJK227,LRJK227LF,8240,720,2565,720,414,3095,104095,3162,4522754,0,233,276,537,0,0
9-Dec-19,LRJK227,LRJK227LJ,50222,720,8663,720,3209,11735,935381,176053,10222385,1075609,366,752,9921,0,0
9-Dec-19,LRJK227,LRJK227M,79748,720,41208,720,8191,19963,13120519,516577,93434456,388393,1603,2164,88700,0,0
9-Dec-19,LRJK227,LRJK227MC,110670,720,34660,720,12306,23646,5711882,529576,44169296,239781,2532,2011,251901,0,0
9-Dec-19,LRJK227,LRJK227MG,103215,720,7315,720,1631,60919,511160,680592,11043576,0,424,569,148044,0,0
9-Dec-19,LRJK227,LRJK227MK,196940,720,10726,720,2288,73002,1784263,2037693,19690487,210147,739,774,267270,0,0
9-Dec-19,LRJK228,LRJK228K,39551,720,37170,720,11388,14759,9696988,591774,59697061,127,1262,1899,27600,0,0
9-Dec-19,LRJK228,LRJK228KA,0,720,0,720,0,0,0,0,0,0,0,0,0,0,0
9-Dec-19,LRJK228,LRJK228KE,32400,720,11951,720,4564,23178,1187971,99164,18717597,0,482,764,37518,0,0
9-Dec-19,LRJK228,LRJK228L,335338,720,20807,720,5024,113602,8512576,4100821,44542033,114545,532,971,238057,0,0
9-Dec-19,LRJK228,LRJK228LB,0,720,33164,720,17652,0,3834122,0,45894864,124366,852,1962,0,0,0
9-Dec-19,LRJK228,LRJK228LF,19674,720,2098,720,531,14598,186844,169442,3965299,0,113,234,12050,0,0
9-Dec-19,LRJK228,LRJK228M,74238,720,78739,720,17600,18904,9800264,1039694,96427337,1619519,2228,3589,145991,0,0
9-Dec-19,LRJK228,LRJK228MC,0,720,0,720,0,0,0,0,0,0,0,0,0,0,0
9-Dec-19,LRJK228,LRJK228MG,442229,720,17654,720,5819,340115,507382,2829947,15520393,0,1142,1864,1013870,0,0
9-Dec-19,LRJK229,LRJK229K,30407,720,37873,720,11340,12202,9442066,155592,60787858,308880,1970,2110,17946,0,0
9-Dec-19,LRJK229,LRJK229KA,,,,,,,,,,,,,,,
9-Dec-19,LRJK229,LRJK229KE,131523,720,2054,720,995,86028,163925,561584,2752630,0,297,333,122411,0,0
9-Dec-19,LRJK229,LRJK229L,6809,720,17527,720,2716,1709,4472368,20907,32690427,10054,933,965,1822,0,0
9-Dec-19,LRJK229,LRJK229LB,0,720,18010,720,6930,0,6788117,0,37595577,2745,502,924,0,0,0
9-Dec-19,LRJK229,LRJK229LF,87060,720,3621,720,596,7514,297633,323374,8221442,0,270,337,71730,0,0
9-Dec-19,LRJK229,LRJK229M,10186,720,32735,720,5764,2095,11757835,82346,63324307,814,1123,1796,1805,0,0
9-Dec-19,LRJK229,LRJK229MC,,,,,,,,,,,,,,,
9-Dec-19,LRJK229,LRJK229MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-Dec-19,LRJK233,LRJK233K,239324,720,90089,720,25061,73675,9571729,2595749,90150752,804890,4475,4726,1270660,0,0
9-Dec-19,LRJK233,LRJK233KA,0,720,105257,720,58140,0,11092628,0,87415016,211776,3562,4400,0,0,0
9-Dec-19,LRJK233,LRJK233KE,400638,720,15217,720,6379,243433,531074,1745657,13620715,0,1296,1767,1377591,0,0
9-Dec-19,LRJK233,LRJK233L,265137,720,86258,720,18037,80069,8744661,2103036,82995026,711142,4099,4509,1720616,0,0
9-Dec-19,LRJK233,LRJK233LB,0,720,87553,720,39652,0,10716281,0,91715755,251026,2634,3396,0,0,0
9-Dec-19,LRJK233,LRJK233LF,422922,720,19759,720,5477,259426,710257,1487620,19647279,0,1470,1896,1625705,0,0
9-Dec-19,LRJK233,LRJK233M,94969,720,29721,720,7349,43477,8128334,475918,62848739,167120,1700,1998,110526,0,0
9-Dec-19,LRJK233,LRJK233MC,0,720,24139,720,10791,0,7719357,0,44080354,36135,556,1060,0,0,0
9-Dec-19,LRJK233,LRJK233MG,29257,720,6042,720,1484,18486,173527,191276,7586395,0,732,760,38761,0,0
9-Dec-19,LRJK234,LRJK234K,0,720,36140,720,8302,0,30574065,0,74394702,0,771,1431,0,0,0
9-Dec-19,LRJK234,LRJK234KE,12241,720,3727,720,1143,2731,502477,2374,5784440,0,349,529,784,0,0
9-Dec-19,LRJK234,LRJK234L,0,720,32240,720,5633,0,20034436,0,64162231,0,759,1229,0,0,0
9-Dec-19,LRJK234,LRJK234LF,4263,720,1765,720,504,2972,370967,11393,3768862,0,80,142,3697,0,0
9-Dec-19,LRJK234,LRJK234M,0,720,35055,720,5901,0,20377121,0,64727462,31620,1716,1907,0,0,0
9-Dec-19,LRJK234,LRJK234MG,119886,720,1547,720,330,90121,239701,233208,2396763,0,280,297,110383,0,0
9-Dec-19,LRJK235,LRJK235K,0,720,20917,720,7551,0,10099510,0,39797500,6589,360,679,0,0,0
9-Dec-19,LRJK235,LRJK235KE,10372,720,741,720,285,1705,39293,41090,1341058,0,31,75,3237,0,0
9-Dec-19,LRJK235,LRJK235L,0,720,35202,720,12866,0,7797192,0,43478175,189193,804,1483,0,0,0
9-Dec-19,LRJK235,LRJK235LF,60207,720,2761,720,1686,38799,145072,353082,4676125,0,92,259,43143,0,0
9-Dec-19,LRJK235,LRJK235M,0,720,8798,720,3310,0,3513362,0,25378506,955,155,317,0,0,0
9-Dec-19,LRJK235,LRJK235MG,3870,720,604,720,373,1230,36602,2142,243151,0,12,48,133,0,0
9-Dec-19,LRJK237,LRJK237K,0,720,19473,720,5048,0,7094941,0,36498267,1261232,640,843,0,0,0
9-Dec-19,LRJK237,LRJK237KA,0,720,22621,720,12008,0,6266034,0,43384817,0,839,1074,0,0,0
9-Dec-19,LRJK237,LRJK237KE,203425,720,9502,720,3821,131892,926507,1932587,13041647,0,489,761,209112,0,0
9-Dec-19,LRJK237,LRJK237L,0,720,116044,720,40453,0,10291691,0,81466287,474996,4236,5226,0,0,0
9-Dec-19,LRJK237,LRJK237LB,0,720,34980,720,18775,0,10703854,0,48247663,18361,1016,1815,0,0,0
9-Dec-19,LRJK237,LRJK237LF,272691,720,15843,720,4871,160126,790628,1367928,14834426,0,978,1298,1713740,0,0
9-Dec-19,LRJK237,LRJK237M,0,720,78986,720,22906,0,10481999,0,80999620,472224,2485,3583,0,0,0
9-Dec-19,LRJK237,LRJK237MC,0,720,49421,720,20418,0,20193049,0,89823626,0,1475,2192,0,0,0
9-Dec-19,LRJK237,LRJK237MG,231950,720,11171,720,3181,150630,741521,684916,11054768,0,566,810,605206,0,0
9-Dec-19,LRJK238,LRJK238K,217479,720,65606,720,17360,91137,9544730,1530987,76596840,0,2758,3527,844703,0,0
9-Dec-19,LRJK238,LRJK238KA,592792,720,37520,720,18789,248903,12100651,7438102,63242006,776446,1339,1699,778016,0,0
9-Dec-19,LRJK238,LRJK238KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-Dec-19,LRJK238,LRJK238KI,243867,720,20779,720,7097,113639,2826300,2092703,33120145,2743490,1193,1518,375277,0,0
9-Dec-19,LRJK238,LRJK238L,15044,720,12773,720,3245,6554,4033493,60846,15931578,0,406,732,5268,0,0
9-Dec-19,LRJK238,LRJK238LB,496613,720,17157,720,11101,165910,6947381,6473337,38911287,603650,447,790,296306,0,0
9-Dec-19,LRJK238,LRJK238LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-Dec-19,LRJK238,LRJK238LJ,153556,720,5550,720,2300,81938,750411,1798988,9861571,1407471,209,367,145559,0,0
9-Dec-19,LRJK238,LRJK238M,35049,720,17407,720,4874,12531,8633765,405240,39167255,0,458,727,17413,0,0
9-Dec-19,LRJK238,LRJK238MC,0,720,20847,720,10968,0,11304295,0,44923225,198092,552,788,0,0,0
9-Dec-19,LRJK238,LRJK238MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-Dec-19,LRJK238,LRJK238MK,76935,720,7218,720,2818,13555,2429054,683247,17956464,39345,255,429,20239,0,0
9-Dec-19,LRJK239,LRJK239K,4459,720,9744,720,2327,1948,3889145,9632,19458255,1209772,300,455,1444,0,0
9-Dec-19,LRJK239,LRJK239KA,0,720,14052,720,8169,0,10524978,0,35353312,8010,504,773,0,0,0
9-Dec-19,LRJK239,LRJK239KE,226368,720,21643,720,9036,170185,1709433,2004234,34194091,0,598,1055,376715,0,0
9-Dec-19,LRJK239,LRJK239L,39490,720,27586,720,9505,22597,5375489,80611,37162632,595344,1265,1839,20194,0,0
9-Dec-19,LRJK239,LRJK239LB,,,,,,,,,,,,,,,
9-Dec-19,LRJK239,LRJK239LF,155655,720,55244,720,15219,97645,866329,774724,15517251,0,3027,4882,766438,0,0
9-Dec-19,LRJK239,LRJK239M,1492,720,4566,720,979,146,1100723,1127,9194702,2533,220,259,1,0,0
9-Dec-19,LRJK239,LRJK239MC,0,720,27072,720,14388,0,7735190,0,51372233,10,912,1274,0,0,0
9-Dec-19,LRJK239,LRJK239MG,44551,720,14727,720,5163,28850,681932,49251,13654595,0,850,1282,42698,0,0
9-Dec-19,LRJK242,LRJK242K,27856,720,18442,720,5300,7146,4871458,304358,41861845,75470,676,1093,12235,0,0
9-Dec-19,LRJK242,LRJK242KA,481322,720,25903,720,13265,280982,4587498,3603791,39287154,185746,792,1520,719938,0,0
9-Dec-19,LRJK242,LRJK242KE,45019,720,4272,720,1178,27682,208243,262222,5411056,0,248,529,38020,0,0
9-Dec-19,LRJK242,LRJK242KI,149986,720,12456,720,5477,66476,1768421,1453903,21226359,2108125,543,942,143138,0,0
9-Dec-19,LRJK242,LRJK242L,42167,720,25407,720,4215,13045,8318909,588513,51399759,184659,916,1459,26400,0,0
9-Dec-19,LRJK242,LRJK242LB,126341,720,19505,720,10472,32040,3580082,1657697,32801361,94176,670,1106,72210,0,0
9-Dec-19,LRJK242,LRJK242LF,128437,720,7727,720,3409,82752,221866,471797,7726824,0,482,913,170524,0,0
9-Dec-19,LRJK242,LRJK242LJ,64353,720,6598,720,2487,28718,1126745,489262,10064391,370098,281,485,48619,0,0
9-Dec-19,LRJK242,LRJK242M,466043,720,79414,720,27202,205575,9520666,3446796,84928080,411529,2619,4388,1853074,0,0
9-Dec-19,LRJK242,LRJK242MC,0,720,37286,720,21119,0,8498495,0,67332736,143899,1130,1774,0,0,0
9-Dec-19,LRJK242,LRJK242MG,345847,720,8250,720,3691,251885,509154,1454753,11122135,0,480,859,753253,0,0
9-Dec-19,LRJK242,LRJK242MK,290126,720,13350,720,6488,71811,2752308,2359211,19828482,691828,470,819,212286,0,0
9-Dec-19,LRJK243,LRJK243K,0,720,44617,720,13350,0,19486193,0,101191031,106517,1209,1784,0,0,0
9-Dec-19,LRJK243,LRJK243KE,142884,720,16286,720,4652,38123,800045,436995,16412537,0,860,1392,125273,0,0
9-Dec-19,LRJK243,LRJK243L,0,720,41373,720,18867,0,16153078,0,77715581,87951,940,1695,0,0,0
9-Dec-19,LRJK243,LRJK243LF,15667,720,1050,720,616,5679,146062,137234,1949275,0,31,81,8168,0,0
9-Dec-19,LRJK243,LRJK243M,0,720,19357,720,6495,0,8005846,0,36223892,9876,526,848,0,0,0
9-Dec-19,LRJK243,LRJK243MG,30628,720,1299,720,757,21526,53718,47089,2886737,0,78,158,25065,0,0
9-Dec-19,LRJK244,LRJK244K,94551,720,41174,720,7007,36388,4492157,375650,56055819,16076,1829,2166,178000,0,0
