Date,ERBS Id,EUtranCell Id,CAActivatedDlSum,CACapableDlSamp,CAcapableDlsum,CAConfiguredDlSamp,CAConfiguredDlSum,CAScheduledDlSum,PdcpVolDldrbLastTTICA,PdcpVolDrbCA,RadioThpVolDl,RadioThpVolDlScell,UEThp2UlDistr,UEThpDlDistr,UEThpTimeDlCA,UEThpTimeUlCA,UEThpVolUlCA
8-Dec-19,LKTY001,LKTY001K,4100,720,25798,720,3790,1112,11370006,6767,56951976,337971,953,1277,877,0,0
8-Dec-19,LKTY001,LKTY001KA,,,,,,,,,,,,,,,
8-Dec-19,LKTY001,LKTY001KE,132651,720,12190,720,1911,95537,416236,555880,15381223,0,1019,1358,223577,0,0
8-Dec-19,LKTY001,LKTY001L,99910,720,30597,720,6403,17890,12792262,670873,61563752,696492,935,1314,27307,0,0
8-Dec-19,LKTY001,LKTY001LB,0,720,45549,720,21884,0,19940287,0,96177750,92120,1150,1601,0,0,0
8-Dec-19,LKTY001,LKTY001LF,197270,720,23770,720,4508,125034,1391603,1097497,25632029,0,872,1410,514295,0,0
8-Dec-19,LKTY001,LKTY001M,89017,720,35470,720,10115,27604,12811560,1660726,83498396,1217396,1026,1610,103715,0,0
8-Dec-19,LKTY001,LKTY001MC,,,,,,,,,,,,,,,
8-Dec-19,LKTY001,LKTY001MG,204186,720,19864,720,4723,147325,616534,1416483,20329868,0,1098,1489,654654,0,0
8-Dec-19,LRJK001,LRJK001K,78735,720,37427,720,11470,22772,9625672,846275,58339533,2160089,939,1460,52185,0,0
8-Dec-19,LRJK001,LRJK001KA,,,,,,,,,,,,,,,
8-Dec-19,LRJK001,LRJK001KE,363779,720,4401,720,1386,300581,230747,2904855,4329832,0,296,515,390188,0,0
8-Dec-19,LRJK001,LRJK001L,64886,720,22725,720,3997,6787,4337420,196229,40995113,152107,1004,1351,12092,0,0
8-Dec-19,LRJK001,LRJK001LB,0,720,10099,720,4111,0,2060505,0,12994241,272759,414,622,0,0,0
8-Dec-19,LRJK001,LRJK001LF,89378,720,8691,720,1971,27543,513871,304649,11665173,0,801,1183,51611,0,0
8-Dec-19,LRJK001,LRJK001M,48338,720,35198,720,13054,29151,10323752,670976,50605343,440425,930,1621,45180,0,0
8-Dec-19,LRJK001,LRJK001MC,,,,,,,,,,,,,,,
8-Dec-19,LRJK001,LRJK001MG,111754,720,6572,720,3223,69892,223090,697967,5438174,0,435,684,78056,0,0
8-Dec-19,LRJK004,LRJK004K,376830,720,30036,720,9894,123602,9614780,5264235,47145506,1205332,940,1678,260849,0,0
8-Dec-19,LRJK004,LRJK004KA,0,720,47205,720,22367,0,10349042,0,60676957,429429,1326,3132,0,0,0
8-Dec-19,LRJK004,LRJK004KE,232965,720,3523,720,1845,165320,238632,1435992,3100068,0,259,510,214372,0,0
8-Dec-19,LRJK004,LRJK004L,233674,720,61886,720,20926,122540,13628323,1657178,102055286,831197,2101,3308,472201,0,0
8-Dec-19,LRJK004,LRJK004LB,,,,,,,,,,,,,,,
8-Dec-19,LRJK004,LRJK004LF,778860,720,28174,720,10334,457779,1056046,3912634,21435861,0,1227,2134,1904513,0,0
8-Dec-19,LRJK004,LRJK004M,361068,720,39384,720,13758,225757,13091986,5211820,67120657,5494402,1959,2204,413144,0,0
8-Dec-19,LRJK004,LRJK004MC,0,720,49982,720,30154,0,12562271,0,71143140,1625839,1693,2941,0,0,0
8-Dec-19,LRJK004,LRJK004MG,1008572,720,17219,720,8308,710957,877604,5230078,14985203,0,630,1489,1443832,0,0
8-Dec-19,LRJK007,LRJK007K,0,720,27419,720,11536,0,9447658,0,36317091,415875,447,1024,0,0,0
8-Dec-19,LRJK007,LRJK007KE,160211,720,5995,720,2170,120098,244017,768594,10241207,0,232,464,160509,0,0
8-Dec-19,LRJK007,LRJK007L,0,720,8982,720,4475,0,1563679,0,6472682,460165,176,502,0,0,0
8-Dec-19,LRJK007,LRJK007LF,128677,720,6976,720,3828,90633,1001612,975215,9244330,0,202,453,83050,0,0
8-Dec-19,LRJK007,LRJK007M,0,720,1283,720,641,0,182030,0,1748361,2,49,72,0,0,0
8-Dec-19,LRJK007,LRJK007MG,20859,720,2865,720,1141,5955,218370,69251,6707847,0,121,248,8911,0,0
8-Dec-19,LRJK008,LRJK008K,33563,720,27763,720,8249,12125,8667388,221442,54570441,0,942,1242,6862,0,0
8-Dec-19,LRJK008,LRJK008KA,0,720,50487,720,27018,0,17252412,0,90449323,18103,1438,2426,0,0,0
8-Dec-19,LRJK008,LRJK008KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Dec-19,LRJK008,LRJK008L,6757,720,25336,720,5334,1355,9850022,19848,63564222,0,1249,1265,858,0,0
8-Dec-19,LRJK008,LRJK008LB,0,720,24586,720,14534,0,7853127,0,44247532,292,671,1172,0,0,0
8-Dec-19,LRJK008,LRJK008LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Dec-19,LRJK008,LRJK008M,42919,720,41547,720,10401,7010,16681284,164438,90211148,0,1928,1999,12033,0,0
8-Dec-19,LRJK008,LRJK008MC,0,720,50141,720,31719,0,18324120,0,95750445,6006,1727,2282,0,0,0
8-Dec-19,LRJK008,LRJK008MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Dec-19,LRJK009,LRJK009K,342502,720,56071,720,16210,107715,11135518,3933953,77502696,890746,2379,3075,611083,0,0
8-Dec-19,LRJK009,LRJK009KA,0,720,39247,720,22046,0,13474011,0,68697101,539490,1212,1854,0,0,0
8-Dec-19,LRJK009,LRJK009KE,328223,720,10610,720,4653,224235,321327,1369887,9206476,0,916,1148,472981,0,0
8-Dec-19,LRJK009,LRJK009L,267829,720,55984,720,21073,98522,11012108,2536485,76907945,448295,1784,3296,515736,0,0
8-Dec-19,LRJK009,LRJK009LB,0,720,22790,720,10543,0,6792846,0,30008350,79299,833,1396,0,0,0
8-Dec-19,LRJK009,LRJK009LF,189466,720,11546,720,3885,115616,502032,974184,13401245,0,741,1249,287253,0,0
8-Dec-19,LRJK009,LRJK009M,411896,720,43356,720,13428,131213,12032897,3396579,77205890,52746,1153,1955,369115,0,0
8-Dec-19,LRJK009,LRJK009MC,0,720,31629,720,16694,0,7730412,0,55420027,255421,945,1666,0,0,0
8-Dec-19,LRJK009,LRJK009MG,104818,720,1245,720,696,17774,77598,114874,2349461,0,37,69,24985,0,0
8-Dec-19,LRJK010,LRJK010K,148973,720,48917,720,14340,36428,11463206,980276,72514491,2021532,1589,2426,73541,0,0
8-Dec-19,LRJK010,LRJK010KA,0,720,31485,720,15984,0,6540442,0,37438087,0,1239,2008,0,0,0
8-Dec-19,LRJK010,LRJK010KE,330667,720,7422,720,3821,173363,1148950,3713591,11191961,0,354,606,223846,0,0
8-Dec-19,LRJK010,LRJK010L,69044,720,17781,720,4779,13805,3665477,239292,29759871,187395,915,1436,22675,0,0
8-Dec-19,LRJK010,LRJK010LB,0,720,72976,720,42639,0,9417771,0,72146291,56972,2335,3779,0,0,0
8-Dec-19,LRJK010,LRJK010LF,168070,720,4900,720,1787,103277,209167,542971,4199171,0,304,466,123629,0,0
8-Dec-19,LRJK010,LRJK010M,131381,720,41291,720,12355,51307,8603307,941096,56628355,690664,1235,2017,83769,0,0
8-Dec-19,LRJK010,LRJK010MC,,,,,,,,,,,,,,,
8-Dec-19,LRJK010,LRJK010MG,297169,720,3953,720,1552,208835,292362,1313229,4920410,0,142,277,261136,0,0
8-Dec-19,LRJK011,LRJK011K,239218,720,36715,720,9614,91748,10684847,3013712,67194072,2708509,1013,1917,165249,0,0
8-Dec-19,LRJK011,LRJK011KA,0,720,38647,720,21396,0,9217297,0,61902764,613258,916,1853,0,0,0
8-Dec-19,LRJK011,LRJK011KE,476528,720,15941,720,6421,362362,607873,2950278,17582179,0,620,1283,519236,0,0
8-Dec-19,LRJK011,LRJK011L,10546,720,22631,720,6478,3763,7939331,39973,50384967,11845,470,1052,1540,0,0
8-Dec-19,LRJK011,LRJK011LB,0,720,0,720,0,0,0,0,0,0,0,0,0,0,0
8-Dec-19,LRJK011,LRJK011LF,188567,720,15235,720,3939,115962,552215,1171846,15182419,0,469,1059,181319,0,0
8-Dec-19,LRJK011,LRJK011M,29502,720,25163,720,3601,5533,10169524,447743,42012216,99842,485,841,8405,0,0
8-Dec-19,LRJK011,LRJK011MC,0,720,33878,720,17556,0,7077260,0,58267073,29416,865,1668,0,0,0
8-Dec-19,LRJK011,LRJK011MG,32979,720,10518,720,2302,20621,405487,182471,13847367,0,435,763,33981,0,0
8-Dec-19,LRJK012,LRJK012K,260610,720,55950,720,21531,61495,11978705,1547804,69431995,427085,1549,3065,94163,0,0
8-Dec-19,LRJK012,LRJK012KA,0,720,32049,720,19242,0,5583515,0,34619747,195674,1069,2440,0,0,0
8-Dec-19,LRJK012,LRJK012KE,158775,720,6328,720,2989,72746,295789,810980,4386039,0,513,808,91198,0,0
8-Dec-19,LRJK012,LRJK012L,119893,720,41958,720,14458,22144,14919313,805298,73438537,2236713,1002,2031,48082,0,0
8-Dec-19,LRJK012,LRJK012LB,0,720,60578,720,37028,0,10651276,0,75078531,36171,1939,3436,0,0,0
8-Dec-19,LRJK012,LRJK012LF,668165,720,17165,720,7903,513895,566875,3438804,16841201,0,952,1640,913741,0,0
8-Dec-19,LRJK012,LRJK012M,606597,720,45828,720,15328,445708,8940090,6871172,76511695,294517,2468,3433,1475469,0,0
8-Dec-19,LRJK012,LRJK012MC,0,720,72171,720,41475,0,5380112,0,47049568,229298,2295,4639,0,0,0
8-Dec-19,LRJK012,LRJK012MG,418915,720,24415,720,8309,220481,810783,1351657,14807226,0,2041,3080,919482,0,0
8-Dec-19,LRJK013,LRJK013K,13416,720,3637,720,767,2075,3816584,128032,7179377,0,106,180,4706,0,0
8-Dec-19,LRJK013,LRJK013KA,0,720,11828,720,6717,0,4125843,0,21669356,8319,264,467,0,0,0
8-Dec-19,LRJK013,LRJK013KE,715,720,1216,720,139,188,82718,74,3075050,0,43,83,65,0,0
8-Dec-19,LRJK013,LRJK013L,334,720,2365,720,243,108,1552227,487,6344880,8,93,123,1,0,0
8-Dec-19,LRJK013,LRJK013LB,,,,,,,,,,,,,,,
8-Dec-19,LRJK013,LRJK013LF,620,720,433,720,88,325,12627,221,180677,0,39,67,39,0,0
8-Dec-19,LRJK013,LRJK013M,5290,720,10845,720,2701,2311,2520954,7313,13786283,16558,330,478,74,0,0
8-Dec-19,LRJK013,LRJK013MC,,,,,,,,,,,,,,,
8-Dec-19,LRJK013,LRJK013MG,9134,720,599,720,187,5669,6524,26110,152456,0,73,84,7665,0,0
8-Dec-19,LRJK014,LRJK014K,79377,720,15608,720,2632,22426,6198410,635954,23971029,407450,462,672,16190,0,0
8-Dec-19,LRJK014,LRJK014KA,30074,720,19174,720,10122,18926,9188039,205933,43329653,19162,451,876,14821,0,0
8-Dec-19,LRJK014,LRJK014KE,200706,720,10719,720,3356,122111,569824,1095815,15368084,0,587,959,205575,0,0
8-Dec-19,LRJK014,LRJK014KI,0,720,3838,720,1298,0,581047,0,3202639,3949,78,189,0,0,0
8-Dec-19,LRJK014,LRJK014L,85135,720,33603,720,8206,43603,14116296,1170875,69031526,760706,1044,1569,64469,0,0
8-Dec-19,LRJK014,LRJK014LB,98726,720,15978,720,8440,36948,5720644,1200634,27088246,2058,360,656,64417,0,0
8-Dec-19,LRJK014,LRJK014LF,102040,720,7217,720,2868,67128,630150,920087,13880866,0,421,691,80734,0,0
8-Dec-19,LRJK014,LRJK014LJ,0,720,3294,720,769,0,262967,0,4402448,157034,98,193,0,0,0
8-Dec-19,LRJK014,LRJK014M,6417,720,18690,720,3976,2456,7454197,7927,29007315,58673,497,708,91,0,0
8-Dec-19,LRJK014,LRJK014MC,,,,,,,,,,,,,,,
8-Dec-19,LRJK014,LRJK014MG,150281,720,12848,720,4458,93994,380423,755086,11993742,0,632,1311,185143,0,0
8-Dec-19,LRJK014,LRJK014MK,0,720,18192,720,7042,0,5670207,0,37915698,276470,378,676,0,0,0
8-Dec-19,LRJK015,LRJK015K,1435,720,4618,720,776,520,2041026,8549,10356114,0,264,352,170,0,0
8-Dec-19,LRJK015,LRJK015KA,0,720,27222,720,10595,0,8944867,0,38020478,23782,1075,1504,0,0,0
8-Dec-19,LRJK015,LRJK015KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Dec-19,LRJK015,LRJK015L,55735,720,34281,720,6395,40667,9819204,283563,77271380,0,847,1265,107957,0,0
8-Dec-19,LRJK015,LRJK015LB,0,720,26941,720,6346,0,7104409,0,51833314,125434,1293,1466,0,0,0
8-Dec-19,LRJK015,LRJK015LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Dec-19,LRJK015,LRJK015M,65155,720,30883,720,7155,26784,6651160,592071,59282864,0,1208,1521,58656,0,0
8-Dec-19,LRJK015,LRJK015MC,0,720,37223,720,13161,0,8201403,0,49395749,150548,3300,2870,0,0,0
8-Dec-19,LRJK015,LRJK015MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Dec-19,LRJK016,LRJK016K,0,720,10053,720,1758,0,4863729,0,24260047,0,200,305,0,0,0
8-Dec-19,LRJK016,LRJK016KE,0,720,2858,720,961,0,169820,0,3811887,0,57,132,0,0,0
8-Dec-19,LRJK016,LRJK016L,0,720,3104,720,430,0,644942,0,5647399,0,52,109,0,0,0
8-Dec-19,LRJK016,LRJK016LF,0,720,1106,720,206,0,33961,0,1330605,0,34,116,0,0,0
8-Dec-19,LRJK016,LRJK016M,0,720,18409,720,4901,0,3952591,0,26385324,0,376,731,0,0,0
8-Dec-19,LRJK016,LRJK016MG,0,720,10201,720,2057,0,472173,0,12092889,0,258,610,0,0,0
8-Dec-19,LRJK018,LRJK018K,52984,720,30176,720,7688,16573,8399890,1033409,30202044,1096909,1209,1406,34711,0,0
8-Dec-19,LRJK018,LRJK018KA,304597,720,30614,720,17965,78129,6136424,2732074,27880561,156987,780,1696,141465,0,0
8-Dec-19,LRJK018,LRJK018KE,547370,720,47286,720,17630,279714,1443557,2813890,24678915,0,2281,3386,4784942,0,0
8-Dec-19,LRJK018,LRJK018KI,44743,720,4434,720,2446,11213,527500,367612,3216874,482781,206,460,19836,0,0
8-Dec-19,LRJK018,LRJK018L,277180,720,67056,720,17439,160088,9880710,1747536,68944426,209968,1833,4030,578609,0,0
8-Dec-19,LRJK018,LRJK018LB,946399,720,80313,720,49685,339996,9658107,5992962,65135275,1349566,2487,5033,2927695,0,0
8-Dec-19,LRJK018,LRJK018LF,191937,720,3187,720,1144,105556,149568,420426,2616012,0,150,472,192929,0,0
8-Dec-19,LRJK018,LRJK018LJ,514928,720,39205,720,16025,201105,3215454,4446922,35208746,1690766,1367,3325,1195511,0,0
8-Dec-19,LRJK018,LRJK018M,87042,720,28899,720,7334,54272,12287794,1136761,47865319,429770,1114,1630,90748,0,0
8-Dec-19,LRJK018,LRJK018MC,0,720,48125,720,25834,0,13182832,0,61916503,306126,1745,2602,0,0,0
8-Dec-19,LRJK018,LRJK018MG,123504,720,6969,720,2484,78219,326880,848595,5563217,0,484,829,131425,0,0
8-Dec-19,LRJK018,LRJK018MK,170051,720,17771,720,9131,62653,2825837,1398559,22489804,337286,919,1287,167309,0,0
8-Dec-19,LRJK019,LRJK019K,87196,720,107097,720,27057,23510,8915339,682455,86298111,0,5200,5190,531599,0,0
8-Dec-19,LRJK019,LRJK019KA,,,,,,,,,,,,,,,
8-Dec-19,LRJK019,LRJK019L,55606,720,48159,720,12600,17636,6667697,193918,72206990,0,2243,2553,121090,0,0
8-Dec-19,LRJK019,LRJK019LB,,,,,,,,,,,,,,,
8-Dec-19,LRJK019,LRJK019M,33643,720,39477,720,10115,15318,9406974,88657,79792351,0,2394,2197,11574,0,0
8-Dec-19,LRJK019,LRJK019MC,0,720,51947,720,24335,0,18885587,0,91254373,118291,1791,2043,0,0,0
8-Dec-19,LRJK019,LRJK019N,297090,720,30529,720,9222,98265,5818522,2691325,51800504,0,958,1461,303265,0,0
8-Dec-19,LRJK020,LRJK020K,185308,720,30839,720,10125,81825,8264367,3174593,54691879,3978184,629,1445,139217,0,0
8-Dec-19,LRJK020,LRJK020KA,0,720,37082,720,26160,0,12731295,0,65583124,567910,978,2158,0,0,0
8-Dec-19,LRJK020,LRJK020KE,598928,720,19754,720,8109,391649,1573427,5180559,31877348,0,775,1129,1075679,0,0
8-Dec-19,LRJK020,LRJK020L,114772,720,31019,720,9656,56992,10451328,409019,58559664,104143,760,1566,26845,0,0
8-Dec-19,LRJK020,LRJK020LB,,,,,,,,,,,,,,,
8-Dec-19,LRJK020,LRJK020LF,17133,720,861,720,349,6790,54500,37595,335263,0,32,108,3655,0,0
8-Dec-19,LRJK020,LRJK020M,269455,720,26356,720,7819,72723,11506641,4059218,72440671,1345683,655,1241,254782,0,0
8-Dec-19,LRJK020,LRJK020MC,0,720,34750,720,19558,0,13173251,0,63881673,361644,1320,1953,0,0,0
8-Dec-19,LRJK020,LRJK020MG,347203,720,4708,720,2346,254322,410937,1955402,5828135,0,198,395,335399,0,0
8-Dec-19,LRJK021,LRJK021K,0,720,32458,720,14192,0,9129247,0,42638073,36409,625,1412,0,0,0
8-Dec-19,LRJK021,LRJK021KE,16226,720,1730,720,685,4960,67331,49475,2493969,0,107,229,4179,0,0
8-Dec-19,LRJK021,LRJK021L,0,720,15118,720,6321,0,7924872,0,31175863,383,219,390,0,0,0
8-Dec-19,LRJK021,LRJK021LF,67065,720,18235,720,7531,31607,859943,146594,17398114,0,1192,1503,42415,0,0
8-Dec-19,LRJK021,LRJK021M,0,720,1663,720,1095,0,461408,0,2296147,25469,89,142,0,0,0
8-Dec-19,LRJK021,LRJK021MG,73043,720,2600,720,707,31668,104331,62411,2508919,0,81,213,15049,0,0
8-Dec-19,LRJK022,LRJK022K,103771,720,65615,720,17734,46512,5053559,1000212,63143864,1780705,2702,3975,688196,0,0
8-Dec-19,LRJK022,LRJK022KA,,,,,,,,,,,,,,,
8-Dec-19,LRJK022,LRJK022KE,501211,720,19185,720,5511,379742,588587,2210659,12152914,0,1397,1624,2299281,0,0
8-Dec-19,LRJK022,LRJK022L,99929,720,58792,720,14695,35627,6511636,664017,71702496,15085,2402,3273,599054,0,0
8-Dec-19,LRJK022,LRJK022LB,,,,,,,,,,,,,,,
8-Dec-19,LRJK022,LRJK022LF,299826,720,12643,720,4283,170050,508661,1315056,8082541,0,932,876,696641,0,0
8-Dec-19,LRJK022,LRJK022M,103163,720,38934,720,9650,51651,9585201,1038861,65921593,636117,1160,1979,147031,0,0
8-Dec-19,LRJK022,LRJK022MC,0,720,48363,720,23594,0,9838062,0,69143050,238981,1495,2515,0,0,0
8-Dec-19,LRJK022,LRJK022MG,57623,720,6816,720,1421,38370,391923,423558,13391782,0,298,453,66591,0,0
8-Dec-19,LRJK022,LRJK022N,0,720,37170,720,12995,0,8382676,0,63659995,182784,670,1424,0,0,0
8-Dec-19,LRJK023,LRJK023K,0,720,31693,720,19843,0,6304972,0,56634468,152634,848,1640,0,0,0
8-Dec-19,LRJK023,LRJK023KE,228035,720,8269,720,5101,151221,473617,1167075,11624633,0,245,719,236753,0,0
8-Dec-19,LRJK023,LRJK023L,0,720,25053,720,11021,0,9094136,0,50093616,30268,637,1094,0,0,0
8-Dec-19,LRJK023,LRJK023LF,10407,720,2628,720,445,5610,104435,41907,4395297,0,92,208,5633,0,0
8-Dec-19,LRJK023,LRJK023M,0,720,36431,720,16900,0,8938234,0,65956371,630348,779,1556,0,0,0
8-Dec-19,LRJK023,LRJK023MG,440354,720,7384,720,3277,342559,388448,1887662,9767109,0,453,679,566421,0,0
8-Dec-19,LRJK025,LRJK025K,3189,720,8268,720,1903,1783,3445741,25748,12055307,112077,165,367,1678,0,0
8-Dec-19,LRJK025,LRJK025KA,0,720,22009,720,9222,0,8523642,0,48675917,9059,538,966,0,0,0
8-Dec-19,LRJK025,LRJK025KE,604,720,487,720,306,273,24191,113,828857,0,19,54,9,0,0
8-Dec-19,LRJK025,LRJK025L,278,720,2373,720,945,69,378042,129,2202217,60038,75,146,1,0,0
8-Dec-19,LRJK025,LRJK025LB,0,720,9919,720,5503,0,3272497,0,15491351,1,191,475,0,0,0
8-Dec-19,LRJK025,LRJK025LF,94940,720,725,720,207,8866,188691,348489,302904,0,15,55,8230,0,0
8-Dec-19,LRJK025,LRJK025M,4199,720,8072,720,1951,1119,1110341,5093,6646200,162930,215,433,350,0,0
8-Dec-19,LRJK025,LRJK025MC,0,720,6179,720,3749,0,4415389,0,20498594,0,115,270,0,0,0
8-Dec-19,LRJK025,LRJK025MG,40328,720,586,720,190,25788,26821,305866,524819,0,46,80,36797,0,0
8-Dec-19,LRJK027,LRJK027K,0,720,19821,720,6030,0,6937145,0,28372420,0,496,796,0,0,0
8-Dec-19,LRJK027,LRJK027KA,312627,720,28426,720,12267,77910,8013155,3264701,45789669,7837,688,1331,269853,0,0
8-Dec-19,LRJK027,LRJK027KE,45273,720,5115,720,994,34786,116569,318263,4694028,0,267,496,57864,0,0
8-Dec-19,LRJK027,LRJK027KI,,,,,,,,,,,,,,,
8-Dec-19,LRJK027,LRJK027L,524047,720,49332,720,10043,419946,13472264,9202696,87774233,1873839,1931,2678,892366,0,0
8-Dec-19,LRJK027,LRJK027LB,264688,720,44675,720,20803,51043,16070406,2767971,80355417,403385,1555,2081,258173,0,0
8-Dec-19,LRJK027,LRJK027LF,596121,720,21042,720,6928,381195,555731,2667615,16601010,0,1164,1981,2028578,0,0
8-Dec-19,LRJK027,LRJK027LJ,105368,720,28444,720,10137,23487,7928419,1026637,52715086,2770503,1348,1632,63057,0,0
8-Dec-19,LRJK027,LRJK027M,0,720,27300,720,9627,0,7844952,0,37708453,96580,652,1130,0,0,0
8-Dec-19,LRJK027,LRJK027MC,169715,720,16946,720,8793,42408,3774789,1834765,23921843,456506,367,731,68165,0,0
8-Dec-19,LRJK027,LRJK027MG,32577,720,1900,720,1058,19990,53013,142543,1749580,0,89,215,27094,0,0
8-Dec-19,LRJK027,LRJK027MK,103178,720,4763,720,2139,31446,610997,1786915,3810400,544515,143,319,46307,0,0
8-Dec-19,LRJK030,LRJK030K,170751,720,23200,720,5383,50563,7586517,3506033,41123473,22330,1391,1722,66035,0,0
8-Dec-19,LRJK030,LRJK030KA,0,720,19955,720,10471,0,6595732,0,39258552,924072,508,1020,0,0,0
8-Dec-19,LRJK030,LRJK030KE,37054,720,4531,720,1600,12104,207181,54245,5796887,0,261,528,12017,0,0
8-Dec-19,LRJK030,LRJK030L,181879,720,23617,720,8006,53697,6867136,4400842,28856997,1077610,495,1008,86609,0,0
8-Dec-19,LRJK030,LRJK030LB,0,720,44350,720,25343,0,11290106,0,48470147,499973,931,2275,0,0,0
8-Dec-19,LRJK030,LRJK030LF,154080,720,6531,720,3377,71197,555921,2062040,8434612,0,226,587,81511,70,73
8-Dec-19,LRJK030,LRJK030M,79418,720,39879,720,12616,29481,8479168,534845,65272168,2164020,1901,2842,39562,0,0
8-Dec-19,LRJK030,LRJK030MC,0,720,64958,720,39031,0,10814900,0,54729961,224611,3356,4492,0,0,0
8-Dec-19,LRJK030,LRJK030MG,475448,720,17189,720,8170,273828,1000220,4077627,17097893,0,880,1516,417843,0,0
8-Dec-19,LRJK031,LRJK031K,65063,720,54727,720,16300,27214,9078541,221205,63843161,645929,1671,3677,37972,0,0
8-Dec-19,LRJK031,LRJK031KA,,,,,,,,,,,,,,,
8-Dec-19,LRJK031,LRJK031KE,209747,720,2986,720,1290,141121,134427,893981,1873331,0,224,493,228334,101,258
8-Dec-19,LRJK031,LRJK031L,266721,720,56541,720,19805,98607,9627769,3145340,61161777,7294534,1777,3420,320332,0,0
8-Dec-19,LRJK031,LRJK031LB,0,720,84845,720,51358,0,11781576,0,79114772,365132,2829,5458,0,0,0
8-Dec-19,LRJK031,LRJK031LF,1728921,720,19199,720,10719,1250008,1341113,12941369,18885864,0,1017,1577,2167734,317,823
8-Dec-19,LRJK031,LRJK031M,30965,720,20524,720,6330,13493,6004500,386978,29493900,1015172,512,1183,12746,0,0
8-Dec-19,LRJK031,LRJK031MC,0,720,58283,720,34785,0,12921432,0,65343088,83537,1879,4554,0,0,0
8-Dec-19,LRJK031,LRJK031MG,55068,720,1719,720,1016,37007,135285,402957,1766513,0,102,258,42292,0,0
8-Dec-19,LRJK032,LRJK032K,132,720,5554,720,1330,66,993305,1,8724200,58,120,254,0,0,0
8-Dec-19,LRJK032,LRJK032KA,0,720,7085,720,3474,0,3838816,0,9828068,8,130,287,0,0,0
8-Dec-19,LRJK032,LRJK032KE,1237,720,854,720,129,455,57522,363,1642057,0,53,90,17,0,0
8-Dec-19,LRJK032,LRJK032L,65575,720,7438,720,2393,32612,2932644,1373802,15322413,794154,215,276,30710,0,0
8-Dec-19,LRJK032,LRJK032LB,0,720,4197,720,1657,0,1388471,0,7289130,463016,63,160,0,0,0
8-Dec-19,LRJK032,LRJK032LF,73051,720,1214,720,918,45449,195315,1212488,1436015,0,90,99,45047,0,0
8-Dec-19,LRJK032,LRJK032M,9287,720,8769,720,2004,948,3881261,18926,16570074,102,184,403,192,0,0
8-Dec-19,LRJK032,LRJK032MC,0,720,7095,720,3196,0,1507787,0,8648705,1539,121,345,0,0,0
8-Dec-19,LRJK032,LRJK032MG,4317,720,1251,720,223,451,61179,2834,1704630,0,47,106,292,0,0
8-Dec-19,LRJK033,LRJK033K,2224,720,29245,720,4351,554,10233946,3439,61725091,15420,759,1340,195,0,0
8-Dec-19,LRJK033,LRJK033KA,0,720,34663,720,14100,0,7162175,0,68421269,2,962,1664,0,0,0
8-Dec-19,LRJK033,LRJK033KE,51003,720,10239,720,3625,28202,296176,80079,12586100,0,848,1097,120013,0,0
8-Dec-19,LRJK033,LRJK033L,16309,720,8088,720,1311,10840,1837726,318000,12018935,15762,161,413,12242,0,0
8-Dec-19,LRJK033,LRJK033LB,0,720,19018,720,6404,0,7724449,0,49452471,54833,482,848,0,0,0
8-Dec-19,LRJK033,LRJK033LF,3238,720,343,720,85,2164,18024,30152,423901,0,16,63,809,0,0
8-Dec-19,LRJK033,LRJK033M,7196,720,15741,720,2161,4777,4566138,52719,27521724,13720,351,737,4628,0,0
8-Dec-19,LRJK033,LRJK033MC,0,720,27239,720,12393,0,8578863,0,52824114,2895,582,1832,0,0,0
8-Dec-19,LRJK033,LRJK033MG,12999,720,1124,720,70,5801,36726,67579,1916170,0,37,137,8891,0,0
8-Dec-19,LRJK034,LRJK034K,193942,720,99958,720,28288,36646,6328211,550521,66431554,152608,4783,5038,888584,0,0
8-Dec-19,LRJK034,LRJK034KA,,,,,,,,,,,,,,,
8-Dec-19,LRJK034,LRJK034KE,14511,720,11066,720,1417,6947,976724,71445,23170052,0,292,545,12174,0,0
8-Dec-19,LRJK034,LRJK034L,15654,720,30222,720,6247,8140,9059587,82666,52686436,877884,1747,2076,12886,0,0
8-Dec-19,LRJK034,LRJK034LB,0,720,47246,720,29288,0,11428040,0,69305075,80045,1584,2213,0,0,0
8-Dec-19,LRJK034,LRJK034LF,266230,720,19859,720,5662,91409,744594,691086,18732205,0,1393,1641,706258,0,0
8-Dec-19,LRJK034,LRJK034M,8271,720,21997,720,4696,3836,7402479,50161,55774934,513,495,753,14986,0,0
8-Dec-19,LRJK034,LRJK034MC,0,720,71877,720,22107,0,11058234,0,103478519,21147,1971,2310,0,0,0
8-Dec-19,LRJK034,LRJK034MG,131077,720,8614,720,2902,102496,529511,1123565,12298257,0,474,722,272586,0,0
8-Dec-19,LRJK035,LRJK035K,0,720,17172,720,8550,0,3148474,0,21091125,0,407,896,0,0,0
8-Dec-19,LRJK035,LRJK035KE,0,720,8375,720,4202,0,441231,0,13139455,0,372,592,0,0,0
